squareMeters,rooms,type,longitude,hasElevator,poiCount,hasSecurity,hasParkingSpace,buildYear,centreDistance,city_encoded
43.0,2.0,1.0,20.95100468,0.0,16.0,0,0,1971.0,5.2,923794.7879754602
46.0,3.0,1.0,18.04787,0.0,14.0,0,0,,3.37,411446.35302390996
54.0,2.0,3.0,21.05976,0.0,4.0,1,0,2002.0,9.46,923794.7879754602
70.0,3.0,0.0,19.154,0.0,4.0,0,0,2022.0,3.19,312877.4539007092
72.0,3.0,3.0,20.9571835,1.0,16.0,0,1,2019.0,3.16,923794.7879754602
38.92,2.0,1.0,21.0505,1.0,8.0,1,1,2023.0,10.19,923794.7879754602
88.75,4.0,1.0,21.1726503,0.0,4.0,0,1,1985.0,11.95,923794.7879754602
28.1,1.0,1.0,22.52218,1.0,22.0,0,0,1967.0,3.19,491590.74011299433
92.16,4.0,3.0,20.0067389,0.0,10.0,0,1,2009.0,6.81,747427.8625277162
57.0,4.0,1.0,22.54396439,1.0,21.0,0,0,1984.0,2.09,491590.74011299433
64.0,3.0,1.0,18.55089,0.0,3.0,0,0,2014.0,7.0,737720.9866291344
41.35,3.0,3.0,19.4715984401728,1.0,7.0,1,1,2023.0,3.89,413154.8083261058
56.24,2.0,3.0,20.96956807,0.0,6.0,0,1,1991.0,5.11,923794.7879754602
61.31,3.0,2.0,17.09553,0.0,14.0,0,0,1940.0,4.59,663522.8989361703
47.0,2.0,3.0,21.0415033,1.0,9.0,0,1,1975.0,8.0,923794.7879754602
79.0,4.0,0.0,18.60972,0.0,54.0,0,0,1955.0,4.28,737720.9866291344
77.0,4.0,1.0,21.1766003,0.0,7.0,0,1,,12.29,923794.7879754602
67.0,3.0,0.0,17.9925,0.0,29.0,0,0,2023.0,0.56,411446.35302390996
81.0,5.0,0.0,19.929178,0.0,9.0,0,1,1930.0,4.06,747427.8625277162
47.0,3.0,1.0,17.0104,1.0,18.0,0,1,1970.0,2.47,663522.8989361703
75.0,3.0,0.0,16.96392059,0.0,5.0,0,1,1980.0,3.11,568970.2777777778
82.88,4.0,2.0,18.6079471,0.0,26.0,0,1,,5.15,737720.9866291344
54.18,2.0,3.0,18.59085,1.0,11.0,0,0,2013.0,7.17,737720.9866291344
43.0,2.0,1.0,19.3998626,1.0,24.0,0,0,1978.0,5.42,413154.8083261058
70.0,4.0,3.0,20.88211031,1.0,10.0,0,1,2023.0,8.9,923794.7879754602
57.0,4.0,0.0,14.52726,0.0,6.0,0,0,,3.7,500654.9549763033
130.0,5.0,0.0,19.903478,0.0,4.0,0,0,2011.0,5.55,747427.8625277162
61.0,3.0,0.0,21.0076793,1.0,0.0,0,1,2017.0,10.82,923794.7879754602
76.6,3.0,1.0,20.905,1.0,18.0,1,0,2009.0,8.24,923794.7879754602
70.0,3.0,2.0,21.00906,0.0,21.0,0,1,1935.0,2.93,923794.7879754602
40.0,2.0,1.0,18.48324,0.0,5.0,0,0,1982.0,6.32,657043.248427673
25.0,1.0,1.0,20.98696974,1.0,36.0,0,0,,2.1,923794.7879754602
28.5,1.0,1.0,22.53473,0.0,27.0,0,0,2008.0,2.38,491590.74011299433
36.43,2.0,0.0,20.95595,1.0,13.0,0,0,2022.0,3.27,923794.7879754602
53.3,3.0,1.0,17.1338538,0.0,7.0,0,0,1983.0,9.04,663522.8989361703
25.5,1.0,1.0,19.976,0.0,6.0,0,1,1980.0,3.18,747427.8625277162
85.0,3.0,3.0,21.0166778137182,1.0,9.0,1,1,2001.0,8.53,923794.7879754602
37.3,2.0,1.0,18.0497523,1.0,21.0,0,0,1980.0,3.29,411446.35302390996
40.91,2.0,0.0,23.14705087,0.0,18.0,0,0,1975.0,0.66,445351.94527363183
52.9,3.0,1.0,21.0624597,0.0,20.0,0,0,1974.0,6.6,923794.7879754602
65.5,3.0,0.0,21.06673,0.0,14.0,0,0,,4.98,923794.7879754602
68.9,3.0,1.0,21.08275,1.0,8.0,0,0,1981.0,5.49,923794.7879754602
39.0,2.0,2.0,20.98098,0.0,37.0,0,0,,2.04,923794.7879754602
36.3,2.0,1.0,21.15776,1.0,56.0,0,0,,1.12,331119.6569037657
59.0,3.0,1.0,19.46074,1.0,48.0,0,0,1985.0,2.58,413154.8083261058
50.4,2.0,1.0,17.9563961,0.0,9.0,0,0,1960.0,3.04,411446.35302390996
73.6,3.0,1.0,22.5335,0.0,10.0,0,0,1992.0,2.66,491590.74011299433
66.9,3.0,1.0,17.03678,0.0,11.0,0,0,1996.0,2.63,663522.8989361703
60.0,2.0,3.0,20.89436,1.0,9.0,0,0,2009.0,7.54,923794.7879754602
67.3,3.0,0.0,19.9508198,0.0,85.0,0,0,,0.98,747427.8625277162
25.29,1.0,2.0,18.0079,0.0,54.0,0,0,1960.0,0.65,411446.35302390996
64.0,3.0,0.0,18.62245,0.0,13.0,0,0,1980.0,2.23,737720.9866291344
67.0,3.0,0.0,17.98703,1.0,7.0,0,0,2021.0,1.09,411446.35302390996
64.0,2.0,1.0,20.95287701,0.0,8.0,0,1,1996.0,10.71,923794.7879754602
46.5,2.0,1.0,19.10683643,0.0,15.0,0,0,1975.0,1.88,312877.4539007092
61.0,3.0,1.0,19.9702,0.0,4.0,0,1,1992.0,3.34,747427.8625277162
60.4,2.0,3.0,20.93092,1.0,12.0,1,0,2021.0,4.95,923794.7879754602
61.47,4.0,1.0,22.54629509,0.0,9.0,0,0,1980.0,4.78,491590.74011299433
30.0,1.0,1.0,20.9966433,0.0,46.0,0,0,1960.0,1.56,923794.7879754602
62.29,3.0,2.0,18.54083,0.0,42.0,1,0,1953.0,1.2,657043.248427673
89.52,4.0,1.0,20.95471682,0.0,13.0,0,1,1998.0,4.76,923794.7879754602
36.82,2.0,1.0,16.953,0.0,3.0,0,0,,5.53,663522.8989361703
50.08,2.0,1.0,18.62088,1.0,5.0,0,0,2019.0,5.41,737720.9866291344
68.1,3.0,1.0,23.1484,1.0,6.0,0,1,1984.0,1.15,445351.94527363183
41.4,2.0,0.0,16.86495,0.0,1.0,0,0,,5.08,568970.2777777778
25.9,2.0,2.0,18.01132,0.0,16.0,0,0,,1.61,411446.35302390996
48.95,2.0,1.0,18.51957,0.0,1.0,1,0,2009.0,5.95,657043.248427673
61.89,2.0,2.0,19.94766569,0.0,114.0,0,0,,0.7,747427.8625277162
63.0,3.0,1.0,20.0505,0.0,15.0,0,0,1955.0,8.29,747427.8625277162
26.0,1.0,0.0,19.45353,0.0,10.0,0,0,,6.1,413154.8083261058
56.0,3.0,1.0,20.93429,1.0,2.0,1,0,2001.0,9.18,923794.7879754602
30.48,1.0,1.0,21.01536,0.0,29.0,0,0,1956.0,3.84,923794.7879754602
40.0,2.0,2.0,21.01307,0.0,83.0,0,0,1951.0,1.97,923794.7879754602
42.2,2.0,1.0,21.0531069,1.0,13.0,0,0,1976.0,7.08,923794.7879754602
30.0,1.0,1.0,20.0160718,1.0,7.0,0,0,1978.0,7.72,747427.8625277162
57.0,2.0,3.0,21.05833,1.0,19.0,1,0,2011.0,5.73,923794.7879754602
69.0,3.0,0.0,21.07563,0.0,2.0,0,0,2016.0,6.82,923794.7879754602
44.6,2.0,1.0,14.503333,0.0,5.0,0,0,2016.0,4.38,500654.9549763033
46.0,3.0,0.0,19.92968,0.0,16.0,0,0,1970.0,4.4,747427.8625277162
148.0,5.0,0.0,21.11722,0.0,9.0,0,1,1998.0,7.8,923794.7879754602
47.86,2.0,1.0,14.5275777,0.0,14.0,0,0,1980.0,2.97,500654.9549763033
31.27,1.0,0.0,16.94895,0.0,9.0,0,0,,5.65,663522.8989361703
40.68,2.0,0.0,17.0208572,1.0,22.0,0,1,2023.0,2.39,663522.8989361703
75.0,3.0,1.0,18.59329,0.0,4.0,0,0,2017.0,5.3,737720.9866291344
64.0,3.0,1.0,20.99102,1.0,18.0,1,0,2019.0,6.27,923794.7879754602
70.1,3.0,1.0,20.98396,1.0,1.0,1,0,2022.0,12.35,923794.7879754602
53.29,2.0,1.0,19.4504,0.0,18.0,0,0,1955.0,5.0,413154.8083261058
52.0,2.0,1.0,19.91885617,1.0,17.0,0,0,1970.0,3.11,747427.8625277162
69.0,3.0,0.0,20.92618,0.0,9.0,0,0,2020.0,6.15,923794.7879754602
41.0,2.0,1.0,17.02508751,0.0,5.0,0,1,2006.0,5.58,663522.8989361703
51.3,2.0,0.0,19.9449799,0.0,94.0,0,0,,1.14,747427.8625277162
38.2,2.0,0.0,19.92557,0.0,12.0,0,0,1980.0,1.75,747427.8625277162
44.93,2.0,1.0,21.1319745,0.0,12.0,0,0,1980.0,0.77,331119.6569037657
51.5,2.0,1.0,20.89423,0.0,17.0,0,0,1994.0,8.76,923794.7879754602
48.46,2.0,1.0,19.95775,1.0,5.0,0,0,2023.0,5.38,747427.8625277162
43.0,2.0,1.0,18.0497523,1.0,21.0,0,0,1975.0,3.29,411446.35302390996
65.0,3.0,1.0,18.5902936,0.0,32.0,0,1,1970.0,5.33,737720.9866291344
86.0,4.0,2.0,17.0211009,0.0,43.0,0,0,1890.0,0.61,663522.8989361703
50.0,2.0,2.0,21.0449219,0.0,20.0,0,0,1950.0,4.03,923794.7879754602
64.9,3.0,1.0,21.0982132,0.0,29.0,0,0,1994.0,6.5,923794.7879754602
90.3,3.0,2.0,21.0210451,1.0,32.0,0,0,1936.0,2.2,923794.7879754602
74.0,3.0,1.0,16.9618164,0.0,12.0,0,1,1985.0,3.38,568970.2777777778
49.25,2.0,1.0,19.4248,1.0,4.0,0,0,1970.0,8.46,413154.8083261058
30.0,1.0,2.0,18.6297261,0.0,13.0,0,0,1900.0,2.72,737720.9866291344
39.99,2.0,2.0,19.94452,0.0,41.0,0,0,1915.0,1.49,747427.8625277162
94.9,3.0,2.0,19.9356982,0.0,29.0,0,0,1886.0,1.91,747427.8625277162
35.0,2.0,0.0,18.0084378,0.0,54.0,0,0,,0.54,411446.35302390996
35.3,2.0,0.0,22.5865,0.0,11.0,0,0,,1.46,491590.74011299433
36.24,2.0,1.0,19.4918,0.0,17.0,0,0,1966.0,5.51,413154.8083261058
74.0,3.0,0.0,18.05488,0.0,14.0,0,0,,4.04,411446.35302390996
53.0,2.0,1.0,20.0451,0.0,22.0,0,1,1955.0,7.87,747427.8625277162
50.26,2.0,1.0,14.5417,0.0,10.0,0,1,,2.65,500654.9549763033
27.74,1.0,1.0,19.47202,1.0,9.0,0,0,,2.98,413154.8083261058
44.0,2.0,3.0,18.436615,0.0,0.0,0,0,2022.0,6.99,657043.248427673
54.2,2.0,1.0,21.0365411,1.0,18.0,0,1,2001.0,9.7,923794.7879754602
34.0,2.0,0.0,19.4796,0.0,4.0,0,0,,4.69,413154.8083261058
72.6,3.0,2.0,22.5559,0.0,41.0,0,0,1935.0,0.95,491590.74011299433
92.0,3.0,2.0,19.9185325,0.0,34.0,0,0,1941.0,2.36,747427.8625277162
32.28,2.0,1.0,21.01364,1.0,27.0,0,0,1950.0,4.17,923794.7879754602
45.7,3.0,2.0,19.46372,0.0,22.0,1,0,,1.21,413154.8083261058
72.3,3.0,1.0,21.15986747,0.0,16.0,0,0,1980.0,2.23,331119.6569037657
67.1,3.0,3.0,18.5032,1.0,1.0,1,0,2012.0,5.22,657043.248427673
77.62,4.0,3.0,16.9658,1.0,12.0,0,0,,2.61,568970.2777777778
41.8,2.0,3.0,21.0071,1.0,21.0,1,1,2023.0,5.39,923794.7879754602
49.49,2.0,3.0,20.95676,1.0,14.0,0,1,2022.0,3.21,923794.7879754602
62.68,3.0,1.0,19.916818,0.0,3.0,0,0,2016.0,4.89,747427.8625277162
65.0,3.0,0.0,20.90542,0.0,8.0,0,0,1950.0,7.23,923794.7879754602
54.1,3.0,0.0,18.54195,1.0,14.0,0,0,2019.0,2.05,657043.248427673
28.37,2.0,2.0,19.94248757,0.0,28.0,0,0,,1.71,747427.8625277162
61.0,3.0,1.0,16.9584687,1.0,13.0,0,0,1980.0,5.04,663522.8989361703
66.4,3.0,1.0,20.95509876,1.0,2.0,0,1,1998.0,13.26,923794.7879754602
80.0,4.0,2.0,14.548135,0.0,13.0,0,0,1930.0,2.76,500654.9549763033
66.0,2.0,2.0,16.9336,0.0,118.0,0,0,,0.47,568970.2777777778
37.0,2.0,0.0,19.48348,0.0,18.0,0,0,,6.95,413154.8083261058
96.37,4.0,1.0,18.54616,1.0,0.0,0,0,2022.0,3.04,657043.248427673
58.44,2.0,2.0,21.01209,0.0,104.0,0,0,1911.0,1.19,923794.7879754602
59.2,3.0,1.0,14.559232,0.0,17.0,0,0,1980.0,3.2,500654.9549763033
45.29,3.0,2.0,19.941366,0.0,27.0,0,0,1920.0,1.89,747427.8625277162
39.88,2.0,1.0,21.05412,1.0,6.0,1,0,2023.0,12.77,923794.7879754602
62.0,3.0,1.0,21.0346955,1.0,4.0,1,0,1964.0,4.68,923794.7879754602
62.5,3.0,1.0,21.0904,1.0,28.0,0,0,1980.0,6.0,923794.7879754602
49.1,2.0,1.0,19.94115,0.0,55.0,0,0,2020.0,0.92,747427.8625277162
58.7,3.0,0.0,21.0745726,0.0,29.0,0,0,,8.86,923794.7879754602
47.55,2.0,3.0,20.99607226,1.0,11.0,0,1,2018.0,7.65,923794.7879754602
38.5,2.0,0.0,19.929178,0.0,9.0,0,1,1930.0,4.06,747427.8625277162
51.0,3.0,1.0,19.4445294,0.0,4.0,0,0,,3.92,413154.8083261058
48.0,2.0,1.0,20.99800977,1.0,3.0,0,0,2022.0,9.96,923794.7879754602
43.64,3.0,3.0,16.963333,1.0,11.0,0,0,2020.0,5.95,663522.8989361703
56.9,2.0,0.0,19.47968,0.0,10.0,0,0,,2.34,413154.8083261058
90.76,4.0,3.0,19.9009357,0.0,4.0,0,0,2022.0,5.26,747427.8625277162
39.77,2.0,3.0,20.9929207,1.0,54.0,0,0,2009.0,2.68,923794.7879754602
45.0,3.0,1.0,19.9808327,0.0,7.0,0,0,,3.05,747427.8625277162
56.7,2.0,0.0,18.6331513,1.0,2.0,0,0,1992.0,6.0,737720.9866291344
58.54,2.0,1.0,18.009107,0.0,20.0,0,1,2003.0,1.31,411446.35302390996
62.2,3.0,1.0,18.56373,0.0,6.0,0,0,1993.0,5.91,737720.9866291344
63.0,3.0,0.0,21.0124473,1.0,118.0,0,0,1955.0,0.71,923794.7879754602
73.64,3.0,1.0,20.90602,1.0,19.0,0,0,2000.0,8.16,923794.7879754602
48.0,3.0,1.0,18.0497523,1.0,21.0,0,0,1973.0,3.29,411446.35302390996
66.63,3.0,0.0,20.98782,1.0,68.0,0,0,,1.09,923794.7879754602
44.96,2.0,1.0,14.5529,1.0,35.0,0,1,,1.58,500654.9549763033
37.5,2.0,0.0,21.03122,0.0,23.0,0,0,1968.0,7.15,923794.7879754602
58.0,3.0,3.0,18.64972,1.0,56.0,0,0,2019.0,0.75,737720.9866291344
142.0,5.0,0.0,21.1509,0.0,2.0,1,1,2004.0,11.86,923794.7879754602
55.55,3.0,3.0,19.973187,1.0,8.0,0,0,2022.0,2.74,747427.8625277162
42.46,2.0,1.0,19.0237815,1.0,24.0,0,0,,0.69,442685.6430594901
71.0,3.0,0.0,20.94244,0.0,12.0,0,0,2016.0,13.28,923794.7879754602
34.0,1.0,0.0,22.59127,0.0,25.0,0,0,1965.0,2.29,491590.74011299433
124.0,5.0,1.0,18.56528,0.0,7.0,1,0,2006.0,5.78,737720.9866291344
29.23,1.0,1.0,21.1298401,1.0,14.0,0,0,1974.0,1.58,331119.6569037657
47.0,3.0,1.0,20.9400134,0.0,21.0,0,0,,7.88,923794.7879754602
51.65,2.0,2.0,20.9396786,0.0,2.0,0,1,1910.0,14.1,923794.7879754602
47.46,2.0,0.0,20.99731,0.0,3.0,0,0,2019.0,9.89,923794.7879754602
67.5,3.0,3.0,19.9835097,1.0,3.0,0,1,2023.0,3.73,747427.8625277162
70.83,3.0,3.0,19.96755488,1.0,13.0,0,1,2005.0,2.46,747427.8625277162
51.15,2.0,0.0,17.98030901,0.0,9.0,0,0,2004.0,1.53,411446.35302390996
70.0,3.0,2.0,14.5404657,0.0,53.0,0,0,1936.0,1.45,500654.9549763033
31.47,1.0,0.0,20.9265,0.0,9.0,0,0,,6.31,923794.7879754602
52.0,2.0,1.0,19.123,0.0,21.0,0,0,,0.56,312877.4539007092
63.5,3.0,0.0,21.03429,1.0,23.0,0,0,1978.0,9.09,923794.7879754602
54.0,2.0,3.0,18.65153,1.0,27.0,0,0,2016.0,1.04,737720.9866291344
53.8,3.0,3.0,19.9649421,1.0,20.0,0,1,2022.0,2.03,747427.8625277162
72.42,4.0,2.0,19.9575973,0.0,28.0,0,0,1905.0,1.7,747427.8625277162
68.61,3.0,2.0,14.5685225,0.0,14.0,0,1,1940.0,1.51,500654.9549763033
66.91,3.0,1.0,19.8889234,1.0,5.0,0,0,2011.0,5.74,747427.8625277162
26.0,2.0,2.0,17.98735503,0.0,13.0,0,0,,0.9,411446.35302390996
56.4,3.0,0.0,21.04911,1.0,30.0,0,0,,7.56,923794.7879754602
37.48,2.0,1.0,19.4377,0.0,14.0,0,0,1970.0,1.8,413154.8083261058
35.0,2.0,3.0,18.54245,1.0,6.0,0,0,2012.0,3.25,657043.248427673
36.16,2.0,1.0,20.01238,1.0,18.0,0,0,2021.0,6.9,747427.8625277162
96.0,4.0,0.0,18.5324,1.0,26.0,0,0,1932.0,0.85,657043.248427673
62.5,2.0,2.0,19.9534,0.0,38.0,1,1,,1.52,747427.8625277162
49.0,2.0,1.0,21.0380937,0.0,3.0,0,1,2014.0,14.52,923794.7879754602
61.38,3.0,1.0,20.0537058,0.0,7.0,0,0,2023.0,9.38,747427.8625277162
55.8,3.0,1.0,20.96539021,0.0,9.0,0,0,1967.0,4.59,923794.7879754602
68.0,3.0,3.0,16.94119,0.0,8.0,0,1,2011.0,6.33,663522.8989361703
50.39,2.0,1.0,23.17197,1.0,32.0,0,0,2022.0,1.88,445351.94527363183
69.0,3.0,2.0,21.02339029,0.0,31.0,0,0,1924.0,2.76,923794.7879754602
45.94,2.0,0.0,21.1310167,0.0,14.0,0,0,1965.0,1.65,331119.6569037657
84.52,3.0,2.0,17.0314,0.0,34.0,0,1,1945.0,1.02,663522.8989361703
62.0,3.0,0.0,21.05842,0.0,15.0,0,0,2008.0,4.98,923794.7879754602
61.5,2.0,1.0,18.9654,0.0,0.0,0,1,,5.79,442685.6430594901
63.5,2.0,3.0,19.891718,1.0,14.0,0,0,2010.0,4.17,747427.8625277162
69.0,2.0,2.0,18.50697,0.0,9.0,0,0,1930.0,2.23,657043.248427673
47.91,2.0,3.0,21.94813,1.0,4.0,0,1,2018.0,4.22,503505.2635135135
39.24,2.0,3.0,19.0064,1.0,1.0,0,0,2022.0,3.68,442685.6430594901
56.0,3.0,3.0,20.9001038,1.0,13.0,0,1,,7.16,923794.7879754602
55.5,2.0,0.0,21.0134589,1.0,30.0,0,0,1955.0,4.09,923794.7879754602
49.0,2.0,1.0,20.03277,0.0,30.0,0,0,,7.12,747427.8625277162
50.0,2.0,1.0,19.893801,0.0,7.0,0,0,2018.0,7.06,747427.8625277162
133.0,5.0,0.0,18.5634,0.0,7.0,0,0,,5.94,737720.9866291344
53.0,2.0,3.0,21.0765383,1.0,14.0,0,1,2011.0,9.73,923794.7879754602
68.0,3.0,3.0,18.65365,1.0,11.0,1,0,2021.0,0.85,737720.9866291344
47.4,2.0,1.0,16.87877655,0.0,21.0,0,0,1980.0,3.89,568970.2777777778
38.0,2.0,1.0,19.9005433,1.0,13.0,0,0,,3.76,747427.8625277162
131.5,4.0,0.0,21.106474,0.0,4.0,0,1,2022.0,7.26,923794.7879754602
51.0,2.0,1.0,19.4855,0.0,12.0,0,1,1964.0,4.31,413154.8083261058
85.0,3.0,2.0,18.60605,0.0,27.0,0,0,1890.0,4.27,737720.9866291344
30.0,1.0,2.0,19.9322,1.0,158.0,0,1,1900.0,0.73,747427.8625277162
72.6,3.0,3.0,21.07213,1.0,26.0,1,0,2012.0,9.01,923794.7879754602
31.73,1.0,2.0,18.955,0.0,10.0,1,0,,5.76,442685.6430594901
59.3,3.0,1.0,18.5683,1.0,6.0,1,0,2010.0,5.72,737720.9866291344
70.0,3.0,3.0,19.98531,1.0,7.0,1,1,2013.0,3.59,747427.8625277162
78.8,4.0,1.0,20.90111,0.0,16.0,0,0,1980.0,6.98,923794.7879754602
53.0,3.0,1.0,18.0339,0.0,17.0,0,0,1980.0,2.7,411446.35302390996
66.5,2.0,3.0,20.9874,1.0,67.0,0,0,1997.0,1.1,923794.7879754602
62.0,4.0,1.0,17.0054,0.0,26.0,0,1,,1.97,663522.8989361703
72.0,3.0,1.0,22.5459468,0.0,27.0,0,0,1984.0,2.14,491590.74011299433
42.5,2.0,2.0,16.8967915,0.0,36.0,0,0,1910.0,2.64,568970.2777777778
101.0,4.0,3.0,20.9925932,1.0,56.0,0,0,2014.0,2.68,923794.7879754602
27.0,1.0,1.0,19.8954,0.0,14.0,0,1,2018.0,3.93,747427.8625277162
64.0,3.0,3.0,21.0452,1.0,8.0,1,0,2004.0,5.58,923794.7879754602
50.0,2.0,1.0,21.0205232,1.0,19.0,0,0,1954.0,5.52,923794.7879754602
60.0,3.0,1.0,21.0589699,1.0,16.0,0,0,2007.0,4.97,923794.7879754602
43.3,2.0,1.0,22.587839,0.0,10.0,0,0,1969.0,1.56,491590.74011299433
103.7,3.0,1.0,19.4685739,0.0,26.0,0,1,1998.0,5.68,413154.8083261058
42.0,2.0,1.0,21.08384,0.0,17.0,1,0,2017.0,9.74,923794.7879754602
116.0,4.0,3.0,20.9999,1.0,29.0,0,1,2010.0,6.48,923794.7879754602
50.02,2.0,0.0,18.45655,0.0,0.0,1,0,2001.0,8.26,657043.248427673
64.5,3.0,1.0,22.56254,1.0,12.0,0,0,2020.0,2.67,491590.74011299433
75.0,3.0,2.0,21.01549,1.0,116.0,0,0,1880.0,0.85,923794.7879754602
49.5,2.0,2.0,18.5384,0.0,68.0,1,0,,0.53,657043.248427673
63.75,3.0,0.0,18.58097,0.0,8.0,0,1,2023.0,4.76,737720.9866291344
28.15,1.0,2.0,19.5085711,0.0,0.0,0,1,1910.0,5.1,413154.8083261058
47.22,3.0,1.0,19.5032524995917,0.0,9.0,0,0,,5.75,413154.8083261058
47.3,2.0,1.0,21.0472626,1.0,18.0,0,1,1985.0,10.54,923794.7879754602
42.0,2.0,1.0,19.4302183145562,0.0,11.0,0,0,,4.28,413154.8083261058
85.0,3.0,2.0,17.0531945,0.0,6.0,0,0,1902.0,3.93,663522.8989361703
30.75,1.0,3.0,21.111,1.0,13.0,0,1,2022.0,7.32,923794.7879754602
72.2,3.0,1.0,18.61442,0.0,8.0,0,0,1996.0,2.61,737720.9866291344
46.0,2.0,1.0,18.60067,1.0,22.0,0,0,1970.0,7.52,737720.9866291344
50.4,2.0,1.0,20.9510721,1.0,9.0,0,0,2003.0,4.86,923794.7879754602
63.58,4.0,0.0,19.39893,0.0,13.0,0,0,,5.06,413154.8083261058
64.0,2.0,1.0,20.9571835,1.0,16.0,0,1,1997.0,3.16,923794.7879754602
100.49,3.0,2.0,21.1581,0.0,42.0,0,0,1912.0,1.29,331119.6569037657
80.0,3.0,1.0,21.05259,1.0,20.0,1,0,2009.0,10.92,923794.7879754602
49.73,2.0,0.0,17.03636,0.0,2.0,0,0,,4.7,663522.8989361703
76.5,3.0,1.0,18.64664,1.0,90.0,1,0,2018.0,0.58,737720.9866291344
64.0,3.0,2.0,21.0152032,0.0,115.0,0,0,1936.0,1.26,923794.7879754602
60.5,3.0,1.0,19.9227878,1.0,8.0,0,0,2012.0,4.15,747427.8625277162
47.75,2.0,0.0,20.8837885,1.0,11.0,0,1,2023.0,9.12,923794.7879754602
47.52,2.0,0.0,17.03636,0.0,2.0,0,0,,4.7,663522.8989361703
44.49,2.0,1.0,18.49401,0.0,4.0,0,0,1960.0,3.15,657043.248427673
56.8,3.0,1.0,18.5697319,0.0,13.0,0,0,1962.0,7.69,737720.9866291344
53.0,3.0,1.0,21.0278,0.0,29.0,0,0,1979.0,8.26,923794.7879754602
45.0,2.0,1.0,21.9832,0.0,36.0,0,1,,2.19,503505.2635135135
45.5,2.0,1.0,20.005787,0.0,19.0,0,0,1970.0,6.7,747427.8625277162
65.0,3.0,1.0,19.93723292,1.0,15.0,0,0,2003.0,3.37,747427.8625277162
52.56,2.0,2.0,19.47647,0.0,11.0,0,0,,2.2,413154.8083261058
41.47,2.0,1.0,19.9252782,1.0,21.0,0,1,1975.0,2.66,747427.8625277162
65.0,3.0,0.0,21.08911,1.0,14.0,1,0,2018.0,5.83,923794.7879754602
123.45,4.0,2.0,14.5356846,0.0,46.0,0,0,,1.96,500654.9549763033
48.0,2.0,2.0,14.6093,0.0,2.0,0,1,,8.46,500654.9549763033
45.91,2.0,2.0,22.57224,0.0,6.0,0,0,1910.0,2.18,491590.74011299433
50.0,2.0,3.0,19.89320746,1.0,11.0,0,0,2010.0,4.04,747427.8625277162
55.0,4.0,1.0,17.0393,0.0,61.0,0,1,1980.0,0.68,663522.8989361703
84.0,4.0,3.0,21.03957,1.0,21.0,0,0,2010.0,2.58,923794.7879754602
50.94,3.0,1.0,20.936,1.0,25.0,0,0,1972.0,6.37,923794.7879754602
37.7,2.0,1.0,20.98035965,1.0,17.0,0,0,1970.0,3.71,923794.7879754602
66.0,2.0,0.0,20.92022,1.0,21.0,0,0,2000.0,6.31,923794.7879754602
32.42,1.0,0.0,19.47634792,1.0,30.0,0,1,1980.0,5.57,413154.8083261058
65.0,3.0,1.0,20.00338347,0.0,13.0,0,1,2017.0,7.09,747427.8625277162
42.08,2.0,3.0,17.0517033,1.0,29.0,0,1,2022.0,1.88,663522.8989361703
26.3,1.0,1.0,17.9607605,0.0,3.0,0,1,2017.0,3.65,411446.35302390996
62.17,3.0,1.0,19.4742,0.0,9.0,0,0,1984.0,7.24,413154.8083261058
44.32,2.0,1.0,18.55982,1.0,5.0,0,0,2020.0,6.59,737720.9866291344
35.0,2.0,2.0,19.9576556,0.0,22.0,0,0,1900.0,1.46,747427.8625277162
134.0,6.0,3.0,19.4115513,0.0,4.0,0,0,2006.0,3.97,413154.8083261058
34.0,1.0,1.0,19.1116,1.0,15.0,0,0,,1.32,312877.4539007092
38.9,2.0,1.0,21.05264,1.0,47.0,0,0,1968.0,3.35,923794.7879754602
63.0,3.0,1.0,22.54288414,1.0,8.0,0,1,2020.0,6.0,491590.74011299433
59.16,3.0,1.0,20.8837885,1.0,11.0,0,0,,9.12,923794.7879754602
49.0,2.0,1.0,21.1512838,0.0,30.0,0,0,,1.12,331119.6569037657
86.0,5.0,1.0,16.966325,0.0,9.0,0,0,1981.0,4.45,663522.8989361703
80.2,3.0,1.0,21.0007413,0.0,1.0,0,1,2002.0,10.04,923794.7879754602
46.0,2.0,1.0,20.9953916,0.0,52.0,0,0,1977.0,2.14,923794.7879754602
58.1,3.0,1.0,19.9910327,1.0,6.0,0,0,2015.0,4.02,747427.8625277162
53.0,3.0,0.0,18.0339,0.0,17.0,0,0,1972.0,2.7,411446.35302390996
41.7,2.0,3.0,20.0176311,1.0,3.0,0,0,2015.0,5.73,747427.8625277162
70.5,4.0,2.0,21.0223389,0.0,65.0,0,0,1908.0,1.42,923794.7879754602
32.87,2.0,2.0,17.0489524,0.0,16.0,0,0,,1.91,663522.8989361703
49.1,2.0,3.0,21.0066671,1.0,53.0,0,0,2010.0,0.52,923794.7879754602
71.7,3.0,0.0,18.48569,0.0,3.0,0,0,2000.0,6.98,657043.248427673
70.61,3.0,2.0,17.05641,0.0,32.0,0,0,1930.0,1.86,663522.8989361703
46.0,2.0,3.0,20.9907818,1.0,87.0,1,1,2010.0,0.93,923794.7879754602
53.11,3.0,3.0,17.0544595,1.0,17.0,0,0,2022.0,2.13,663522.8989361703
