squareMeters,rooms,type,longitude,hasElevator,poiCount,hasSecurity,hasParkingSpace,buildYear,centreDistance,city_encoded
45.0,2.0,1.0,18.51492,1.0,3.0,0,0,2022.0,5.74,657043.248427673
70.68,3.0,3.0,17.02516222,1.0,27.0,0,0,2022.0,0.61,663522.8989361703
94.3,4.0,1.0,17.9563961,0.0,9.0,0,0,1998.0,3.04,411446.35302390996
51.0,2.0,1.0,21.12157,1.0,6.0,0,0,1982.0,1.45,331119.6569037657
42.42,2.0,0.0,18.49361111,0.0,1.0,0,0,,10.48,737720.9866291344
32.5,2.0,2.0,20.99169,0.0,17.0,1,0,1952.0,4.42,923794.7879754602
38.46,2.0,1.0,20.978092,1.0,38.0,0,0,1965.0,1.78,923794.7879754602
36.47,2.0,0.0,20.9889778,1.0,41.0,0,0,1970.0,1.11,923794.7879754602
47.0,2.0,1.0,19.8937015,0.0,22.0,0,0,2008.0,5.41,747427.8625277162
65.65,3.0,0.0,18.58444,0.0,2.0,0,0,,6.73,737720.9866291344
76.3,3.0,1.0,21.08568,0.0,39.0,0,0,2002.0,5.86,923794.7879754602
60.1,3.0,3.0,20.99135,1.0,18.0,1,0,2019.0,6.22,923794.7879754602
82.0,3.0,0.0,21.18776941,0.0,0.0,0,1,1975.0,3.29,331119.6569037657
105.22,4.0,2.0,16.9251681,1.0,100.0,0,0,,0.73,568970.2777777778
31.0,1.0,1.0,18.64462,1.0,12.0,0,0,2021.0,4.92,737720.9866291344
26.8,2.0,1.0,18.62772,0.0,6.0,0,0,,6.42,737720.9866291344
49.14,2.0,0.0,18.0257721,1.0,17.0,0,0,2018.0,2.59,411446.35302390996
72.0,3.0,2.0,17.05421,0.0,21.0,0,0,,2.29,663522.8989361703
87.69,3.0,1.0,21.046,1.0,3.0,1,1,2022.0,11.41,923794.7879754602
70.0,3.0,1.0,23.14583333,0.0,8.0,0,0,2010.0,2.23,445351.94527363183
49.1,2.0,1.0,19.9419376,1.0,76.0,0,0,2019.0,0.9,747427.8625277162
61.26,3.0,1.0,19.4864,1.0,8.0,0,0,1980.0,4.87,413154.8083261058
43.82,2.0,1.0,19.4473,0.0,19.0,0,1,1968.0,2.07,413154.8083261058
57.8,2.0,1.0,18.63142,0.0,6.0,0,0,1960.0,1.66,737720.9866291344
41.62,2.0,3.0,23.160261808641,1.0,28.0,1,1,2017.0,1.16,445351.94527363183
49.0,2.0,1.0,20.03700256,0.0,28.0,0,0,1960.0,7.34,747427.8625277162
41.26,2.0,2.0,17.04819281,0.0,23.0,0,0,,1.87,663522.8989361703
64.2,3.0,1.0,21.0474763,1.0,10.0,0,1,1990.0,3.74,923794.7879754602
57.1,3.0,0.0,21.1755,0.0,1.0,0,0,,12.47,923794.7879754602
66.19,3.0,0.0,18.425968,1.0,0.0,0,1,2015.0,8.26,657043.248427673
66.0,3.0,3.0,19.93387701,1.0,11.0,0,0,2002.0,3.22,747427.8625277162
123.0,4.0,3.0,21.0562405,1.0,32.0,0,1,2001.0,11.61,923794.7879754602
76.56,4.0,1.0,16.9949,1.0,3.0,0,0,2022.0,4.39,568970.2777777778
55.4,2.0,0.0,22.5153,0.0,19.0,0,0,1995.0,3.94,491590.74011299433
52.0,3.0,0.0,21.05382,0.0,32.0,0,0,1980.0,9.9,923794.7879754602
53.2,3.0,1.0,21.02555732,1.0,11.0,0,1,1974.0,5.9,923794.7879754602
65.0,3.0,1.0,19.9377296,0.0,2.0,0,0,,3.48,747427.8625277162
40.96,2.0,0.0,20.88105,1.0,8.0,0,0,2023.0,9.09,923794.7879754602
46.8,2.0,2.0,17.9899,0.0,9.0,0,0,1910.0,1.32,411446.35302390996
33.0,2.0,0.0,18.55042,1.0,7.0,0,0,2022.0,6.74,737720.9866291344
57.5,3.0,1.0,22.545576,0.0,17.0,0,1,,1.8,491590.74011299433
39.88,2.0,3.0,21.05409093,1.0,6.0,0,1,2023.0,12.75,923794.7879754602
106.99,4.0,1.0,18.61053,1.0,62.0,0,0,2009.0,4.53,737720.9866291344
52.44,3.0,0.0,22.0036546,1.0,97.0,0,0,2016.0,0.26,503505.2635135135
41.0,3.0,1.0,17.0313189,0.0,9.0,0,0,,2.0,663522.8989361703
45.48,2.0,2.0,19.947904,0.0,117.0,0,0,1887.0,0.69,747427.8625277162
31.2,1.0,2.0,21.0101119,1.0,80.0,0,0,1913.0,1.21,923794.7879754602
63.83,3.0,1.0,19.91831,0.0,4.0,0,0,2009.0,4.18,747427.8625277162
42.74,2.0,3.0,21.0395,1.0,2.0,0,1,2022.0,5.99,923794.7879754602
61.0,4.0,0.0,19.9429,0.0,12.0,0,0,2023.0,4.47,747427.8625277162
62.0,3.0,1.0,21.062286,1.0,11.0,0,0,1980.0,6.15,923794.7879754602
73.0,3.0,3.0,20.92041,1.0,1.0,1,0,2018.0,7.17,923794.7879754602
86.1,3.0,1.0,19.42424,0.0,14.0,0,1,1998.0,4.76,413154.8083261058
27.13,1.0,1.0,21.06585,1.0,34.0,0,0,2005.0,12.15,923794.7879754602
123.0,4.0,2.0,19.9585251,0.0,20.0,0,0,1960.0,2.26,747427.8625277162
65.0,3.0,1.0,22.5139,1.0,5.0,0,1,2013.0,4.23,491590.74011299433
52.5,2.0,0.0,19.1371956,1.0,8.0,0,0,,2.89,312877.4539007092
53.65,2.0,3.0,22.5625,1.0,25.0,0,0,2014.0,0.91,491590.74011299433
30.61,1.0,2.0,17.11774288,0.0,22.0,0,0,,7.28,663522.8989361703
70.0,4.0,3.0,18.0250245,0.0,0.0,0,0,,3.31,411446.35302390996
54.06,3.0,3.0,23.1579694,1.0,8.0,0,0,2021.0,2.22,445351.94527363183
41.5,2.0,2.0,17.0544595,0.0,17.0,0,0,1920.0,2.13,663522.8989361703
63.0,4.0,1.0,18.57417,0.0,14.0,0,0,,9.79,737720.9866291344
40.0,2.0,2.0,20.97133,0.0,26.0,0,0,1960.0,3.3,923794.7879754602
90.0,5.0,2.0,19.92221,0.0,30.0,0,0,1920.0,2.08,747427.8625277162
58.0,3.0,1.0,21.0444589,0.0,18.0,0,0,1970.0,5.42,923794.7879754602
80.0,3.0,0.0,19.9326459,1.0,26.0,0,0,,2.0,747427.8625277162
39.0,2.0,1.0,18.59695,0.0,1.0,0,0,2023.0,6.05,737720.9866291344
63.0,3.0,1.0,18.50298,0.0,8.0,0,0,1985.0,5.98,657043.248427673
39.02,2.0,1.0,22.5435994,0.0,5.0,0,1,1990.0,4.12,491590.74011299433
46.8,2.0,1.0,16.934528,1.0,15.0,0,0,,3.07,568970.2777777778
65.0,3.0,2.0,18.65711,0.0,127.0,0,0,1963.0,0.29,737720.9866291344
58.4,2.0,1.0,20.98811,0.0,3.0,0,1,1995.0,12.26,923794.7879754602
148.0,5.0,1.0,20.9862417,1.0,64.0,0,0,1995.0,1.18,923794.7879754602
28.0,1.0,1.0,19.9775708,0.0,10.0,0,0,1981.0,4.72,747427.8625277162
42.4,2.0,2.0,18.63307,0.0,6.0,0,0,1906.0,2.45,737720.9866291344
127.0,4.0,3.0,21.0067,0.0,4.0,1,0,2015.0,9.89,923794.7879754602
65.82,3.0,1.0,22.58073,0.0,12.0,0,0,2008.0,2.73,491590.74011299433
50.0,2.0,2.0,20.99212,0.0,76.0,0,0,1912.0,1.19,923794.7879754602
66.0,3.0,0.0,21.978681405569,1.0,17.0,0,0,,1.95,503505.2635135135
82.65,3.0,3.0,21.0654319,1.0,15.0,0,1,2022.0,7.49,923794.7879754602
57.9,4.0,1.0,20.8667969,0.0,13.0,0,0,1976.0,10.24,923794.7879754602
64.0,3.0,1.0,21.06104901,0.0,16.0,0,1,1992.0,9.95,923794.7879754602
72.4,3.0,1.0,18.61077,0.0,10.0,0,0,1984.0,3.01,737720.9866291344
94.0,5.0,2.0,18.0079,0.0,54.0,0,0,,0.65,411446.35302390996
35.0,2.0,1.0,18.50922,0.0,11.0,0,0,1975.0,3.26,657043.248427673
47.0,3.0,2.0,19.906491,0.0,20.0,0,1,1940.0,3.05,747427.8625277162
63.0,3.0,0.0,18.60439,0.0,22.0,0,0,1980.0,5.59,737720.9866291344
45.0,2.0,1.0,17.0143368,0.0,12.0,0,0,1980.0,1.1,663522.8989361703
26.32,1.0,3.0,21.0519344,1.0,6.0,0,0,2022.0,7.38,923794.7879754602
48.51,2.0,1.0,19.0977,0.0,5.0,0,0,,5.62,442685.6430594901
56.06,2.0,3.0,18.5080841165943,1.0,10.0,1,1,2003.0,3.3,657043.248427673
46.0,3.0,1.0,20.0305437,1.0,15.0,0,0,,7.46,747427.8625277162
69.3,4.0,1.0,19.4556972,1.0,1.0,0,1,,3.7,413154.8083261058
122.18,6.0,3.0,21.1092,1.0,0.0,1,1,2023.0,10.84,923794.7879754602
58.0,2.0,2.0,18.6043,0.0,54.0,0,1,1960.0,4.75,737720.9866291344
64.5,4.0,2.0,17.97542,0.0,9.0,0,0,1900.0,1.96,411446.35302390996
73.0,4.0,1.0,20.0152,0.0,21.0,0,1,,7.16,747427.8625277162
38.2,2.0,2.0,19.0237815,0.0,24.0,0,0,1910.0,0.69,442685.6430594901
59.1,3.0,3.0,18.60096,1.0,20.0,0,0,2005.0,7.62,737720.9866291344
47.38,3.0,3.0,19.4294,1.0,3.0,0,0,,2.14,413154.8083261058
70.0,2.0,2.0,14.54597899,0.0,78.0,0,0,1930.0,1.13,500654.9549763033
47.0,2.0,0.0,22.59114504,0.0,14.0,0,0,1967.0,1.68,491590.74011299433
90.24,3.0,2.0,14.54490587,0.0,82.0,0,0,1930.0,1.34,500654.9549763033
47.0,3.0,1.0,20.96072659,0.0,13.0,0,0,1971.0,4.66,923794.7879754602
27.8,2.0,0.0,18.62932,0.0,7.0,0,0,1958.0,4.44,737720.9866291344
43.3,2.0,1.0,18.533,0.0,31.0,0,0,,0.8,657043.248427673
40.0,3.0,0.0,17.96734,0.0,2.0,0,0,,2.31,411446.35302390996
49.0,2.0,1.0,16.9514,1.0,2.0,0,1,2000.0,4.04,568970.2777777778
80.0,4.0,2.0,18.004165,0.0,30.0,0,0,,1.08,411446.35302390996
50.0,2.0,1.0,18.58515,0.0,1.0,0,0,2007.0,6.67,737720.9866291344
48.13,3.0,1.0,18.9733,1.0,13.0,0,0,,3.96,442685.6430594901
72.89,3.0,1.0,18.6214,1.0,5.0,0,0,2020.0,5.43,737720.9866291344
59.0,2.0,0.0,19.4797883,1.0,14.0,0,1,,3.59,413154.8083261058
57.9,3.0,1.0,20.0538934,0.0,8.0,0,0,2010.0,9.4,747427.8625277162
56.0,3.0,0.0,18.0497523,0.0,21.0,0,0,,3.29,411446.35302390996
34.0,2.0,1.0,20.9534186,1.0,9.0,0,1,2019.0,5.1,923794.7879754602
127.0,4.0,3.0,19.89802,0.0,6.0,1,1,2000.0,2.93,747427.8625277162
53.7,2.0,1.0,21.0588139,0.0,11.0,0,1,2001.0,10.5,923794.7879754602
61.96,3.0,1.0,18.49555,1.0,11.0,0,0,1987.0,6.11,657043.248427673
52.5,3.0,0.0,21.0076793,1.0,0.0,0,0,,10.82,923794.7879754602
44.96,2.0,0.0,19.37894,0.0,3.0,0,0,,5.89,413154.8083261058
52.0,2.0,1.0,19.8979227,0.0,9.0,0,0,2005.0,4.58,747427.8625277162
51.0,3.0,1.0,19.4142217,0.0,9.0,0,0,,3.01,413154.8083261058
102.0,4.0,1.0,21.0074779,1.0,82.0,0,1,2010.0,0.42,923794.7879754602
56.0,2.0,0.0,14.54287871,0.0,2.0,0,1,2013.0,6.61,500654.9549763033
56.0,2.0,0.0,18.4564318,0.0,0.0,0,0,1990.0,5.88,657043.248427673
54.0,3.0,1.0,22.036,1.0,11.0,0,1,2021.0,2.2,503505.2635135135
101.38,3.0,2.0,19.46614991,0.0,25.0,0,0,,1.18,413154.8083261058
81.7,3.0,2.0,18.59815,0.0,32.0,0,0,1930.0,4.97,737720.9866291344
72.6,3.0,3.0,16.8641,1.0,11.0,0,1,2021.0,4.91,568970.2777777778
61.0,3.0,3.0,20.99022,1.0,14.0,1,0,2019.0,6.45,923794.7879754602
60.0,4.0,1.0,21.01574,0.0,120.0,0,0,1936.0,1.06,923794.7879754602
63.88,3.0,0.0,18.61222,0.0,1.0,0,0,2021.0,5.89,737720.9866291344
72.0,4.0,2.0,19.4589382809504,0.0,51.0,1,0,1920.0,2.22,413154.8083261058
64.0,2.0,1.0,20.9905847,1.0,51.0,0,1,1997.0,0.93,923794.7879754602
55.0,2.0,1.0,18.53277,0.0,31.0,0,0,1929.0,0.86,657043.248427673
68.0,3.0,0.0,22.4893345,0.0,18.0,0,0,2010.0,5.99,491590.74011299433
27.0,2.0,0.0,18.62673,0.0,5.0,0,0,1970.0,6.44,737720.9866291344
48.0,3.0,1.0,21.1781034,0.0,13.0,0,0,1976.0,2.5,331119.6569037657
36.55,2.0,1.0,19.4897,0.0,23.0,0,0,1969.0,5.76,413154.8083261058
40.78,2.0,0.0,19.94728,0.0,58.0,0,0,1909.0,0.75,747427.8625277162
63.0,3.0,0.0,18.483356,0.0,0.0,0,0,1989.0,6.14,657043.248427673
70.73,3.0,3.0,19.4802,1.0,23.0,0,0,2023.0,2.65,413154.8083261058
61.22,3.0,1.0,20.05599,0.0,0.0,0,0,,9.96,747427.8625277162
54.0,3.0,1.0,21.0451,0.0,45.0,0,0,1971.0,3.84,923794.7879754602
94.2,4.0,2.0,19.9328658,0.0,177.0,0,0,1915.0,1.0,747427.8625277162
66.6,4.0,1.0,21.0504458,0.0,17.0,0,0,1973.0,6.24,923794.7879754602
58.2,3.0,1.0,16.893089507108,1.0,8.0,0,1,2010.0,5.34,568970.2777777778
43.1,2.0,2.0,19.93167633,0.0,97.0,0,1,1923.0,0.59,747427.8625277162
59.91,2.0,0.0,21.00314768,0.0,17.0,0,0,1930.0,1.25,923794.7879754602
60.5,3.0,1.0,21.0467,1.0,3.0,1,1,2022.0,11.43,923794.7879754602
40.0,2.0,3.0,17.0228,1.0,12.0,0,1,,1.0,663522.8989361703
49.0,2.0,3.0,17.0444411,1.0,4.0,0,0,2021.0,4.31,663522.8989361703
65.19,2.0,1.0,18.46525,0.0,0.0,0,0,1990.0,7.07,657043.248427673
27.0,1.0,1.0,19.9577718,0.0,9.0,0,0,1970.0,4.0,747427.8625277162
40.0,2.0,1.0,20.0403881,0.0,28.0,0,0,1955.0,7.54,747427.8625277162
138.46,4.0,3.0,19.9031553,0.0,17.0,0,1,1998.0,2.86,747427.8625277162
56.0,3.0,1.0,18.45429,1.0,0.0,0,0,1983.0,6.15,657043.248427673
50.0,3.0,0.0,20.0067389,0.0,10.0,0,0,,6.81,747427.8625277162
60.3,3.0,0.0,18.52952,0.0,0.0,0,0,1972.0,3.42,657043.248427673
57.0,2.0,3.0,20.98402,1.0,41.0,1,0,2000.0,2.81,923794.7879754602
99.5,4.0,0.0,21.0194357,1.0,19.0,0,0,2021.0,5.48,923794.7879754602
28.18,1.0,0.0,18.00625,0.0,22.0,0,0,1920.0,1.4,411446.35302390996
56.0,3.0,2.0,19.9356976,0.0,21.0,0,0,1938.0,2.21,747427.8625277162
65.1,3.0,1.0,21.04498,1.0,41.0,1,0,2016.0,3.56,923794.7879754602
37.5,2.0,1.0,21.00837,0.0,13.0,0,0,1968.0,6.25,923794.7879754602
43.84,2.0,1.0,19.47931,0.0,14.0,0,0,1960.0,1.84,413154.8083261058
50.0,2.0,2.0,17.98582,0.0,10.0,0,0,,1.35,411446.35302390996
54.0,4.0,1.0,21.01472719,1.0,9.0,0,0,1980.0,6.1,923794.7879754602
43.0,2.0,1.0,19.00494865,0.0,17.0,0,0,1948.0,1.09,442685.6430594901
47.32,2.0,0.0,18.54037,0.0,10.0,0,0,1970.0,2.52,657043.248427673
149.03,5.0,0.0,21.10727,0.0,3.0,0,0,2023.0,9.7,923794.7879754602
56.0,3.0,1.0,20.94525,1.0,21.0,0,0,1970.0,6.15,923794.7879754602
44.14,2.0,0.0,20.93835,1.0,0.0,1,0,2022.0,6.14,923794.7879754602
39.5,2.0,1.0,20.998778,1.0,75.0,0,0,1972.0,0.5,923794.7879754602
101.36,4.0,3.0,21.08007,0.0,14.0,0,1,2010.0,9.74,923794.7879754602
65.9,3.0,0.0,18.463189,0.0,0.0,0,0,1999.0,7.74,657043.248427673
32.0,2.0,2.0,19.9289945,1.0,41.0,0,0,1905.0,1.68,747427.8625277162
64.3,3.0,0.0,18.4970286,0.0,0.0,0,0,2008.0,6.78,657043.248427673
53.0,2.0,0.0,19.97717857,0.0,15.0,0,0,1970.0,4.91,747427.8625277162
55.0,2.0,0.0,17.1366438,0.0,5.0,0,0,2000.0,9.23,663522.8989361703
47.35,2.0,1.0,18.62691,0.0,5.0,0,0,2019.0,6.43,737720.9866291344
45.1,2.0,1.0,19.45481,0.0,42.0,0,0,1970.0,0.52,413154.8083261058
38.0,2.0,0.0,16.94473,0.0,14.0,0,0,,3.39,568970.2777777778
95.0,3.0,3.0,18.4364202,1.0,0.0,0,1,2021.0,6.99,657043.248427673
43.06,3.0,3.0,19.958704,1.0,19.0,0,1,2022.0,1.47,747427.8625277162
70.56,3.0,3.0,19.4802,1.0,23.0,0,0,2023.0,2.65,413154.8083261058
44.0,2.0,1.0,17.0121574,1.0,32.0,0,0,1980.0,1.45,663522.8989361703
100.2,4.0,0.0,21.0715129,1.0,29.0,0,0,,12.31,923794.7879754602
51.67,3.0,1.0,18.49998,0.0,8.0,0,0,2022.0,2.85,657043.248427673
44.0,3.0,1.0,20.98635254,1.0,65.0,0,0,1968.0,1.34,923794.7879754602
59.5,3.0,3.0,18.57486,1.0,1.0,0,0,2006.0,5.99,737720.9866291344
38.69,2.0,3.0,18.5547,1.0,4.0,0,1,,6.66,737720.9866291344
54.21,3.0,1.0,20.98887,1.0,56.0,0,0,1961.0,2.01,923794.7879754602
71.32,3.0,1.0,22.51711,0.0,20.0,0,0,1996.0,3.57,491590.74011299433
41.84,2.0,0.0,19.9621164,1.0,19.0,0,0,2018.0,1.78,747427.8625277162
60.0,3.0,1.0,18.0497523,0.0,21.0,0,0,,3.29,411446.35302390996
36.0,2.0,0.0,17.05464,0.0,2.0,0,0,2022.0,6.57,663522.8989361703
31.0,2.0,1.0,19.9488962,0.0,46.0,0,0,2008.0,0.9,747427.8625277162
32.19,1.0,1.0,17.0443074,0.0,3.0,0,0,1970.0,5.21,663522.8989361703
37.2,2.0,1.0,19.49835068,0.0,17.0,0,0,1970.0,5.08,413154.8083261058
60.1,2.0,2.0,19.93554,0.0,29.0,0,0,1910.0,1.88,747427.8625277162
91.0,4.0,0.0,16.9537315,0.0,5.0,0,1,2022.0,4.45,568970.2777777778
62.3,3.0,0.0,22.5856926,0.0,5.0,0,0,1988.0,2.2,491590.74011299433
69.0,4.0,3.0,21.10499,1.0,0.0,0,0,2020.0,11.24,923794.7879754602
57.0,3.0,0.0,21.0076793,0.0,0.0,1,0,2003.0,10.82,923794.7879754602
65.32,3.0,3.0,19.983487,1.0,5.0,0,0,2022.0,3.61,747427.8625277162
48.12,2.0,0.0,21.0248,0.0,19.0,0,0,,3.77,923794.7879754602
64.0,3.0,1.0,18.65311,1.0,79.0,0,0,1980.0,0.59,737720.9866291344
28.5,1.0,1.0,19.9433,0.0,21.0,0,1,,2.0,747427.8625277162
53.7,3.0,1.0,22.00196375,0.0,27.0,0,0,1968.0,0.75,503505.2635135135
55.0,2.0,1.0,21.02907,1.0,21.0,1,0,,8.13,923794.7879754602
55.3,2.0,1.0,21.0624035,1.0,22.0,0,1,2008.0,6.46,923794.7879754602
59.33,4.0,1.0,19.4491693,1.0,19.0,0,0,,1.47,413154.8083261058
60.64,3.0,0.0,14.5379065,0.0,43.0,0,0,1980.0,1.58,500654.9549763033
109.0,5.0,1.0,16.9285705,0.0,4.0,0,0,2001.0,7.15,663522.8989361703
55.0,3.0,1.0,19.1207488,0.0,19.0,0,0,,0.71,312877.4539007092
46.36,2.0,0.0,18.99827,0.0,7.0,0,0,,1.66,442685.6430594901
39.91,2.0,2.0,19.9513138,0.0,42.0,0,0,1930.0,1.64,747427.8625277162
44.0,2.0,2.0,20.98341,1.0,25.0,1,0,1945.0,3.79,923794.7879754602
52.0,2.0,0.0,17.9756302,0.0,7.0,0,0,2005.0,1.96,411446.35302390996
48.0,3.0,0.0,21.06961,1.0,31.0,0,0,1974.0,4.51,923794.7879754602
71.0,3.0,0.0,21.00612,0.0,1.0,0,0,2020.0,12.4,923794.7879754602
52.0,2.0,1.0,19.1116,0.0,15.0,0,0,,1.32,312877.4539007092
108.0,4.0,3.0,21.03179,0.0,17.0,0,0,1996.0,4.05,923794.7879754602
57.5,2.0,0.0,16.8511706,0.0,4.0,0,0,,6.08,568970.2777777778
40.0,2.0,2.0,21.07091985,0.0,19.0,0,0,1935.0,4.83,923794.7879754602
60.0,2.0,1.0,20.93082,1.0,12.0,1,0,2006.0,5.84,923794.7879754602
46.0,2.0,1.0,20.87838662,1.0,12.0,0,1,2023.0,8.99,923794.7879754602
40.0,2.0,1.0,19.97809253,1.0,7.0,0,1,2022.0,5.61,747427.8625277162
90.8,3.0,2.0,16.91019,0.0,0.0,0,0,1902.0,8.71,663522.8989361703
51.97,2.0,1.0,19.90051663,1.0,4.0,0,1,2016.0,5.11,747427.8625277162
56.5,2.0,0.0,21.0595396,0.0,15.0,0,0,2007.0,10.12,923794.7879754602
55.41,3.0,1.0,18.55764,0.0,8.0,0,0,2001.0,6.46,737720.9866291344
38.0,2.0,3.0,19.895511,1.0,5.0,0,0,2018.0,3.38,747427.8625277162
56.6,3.0,1.0,20.9675,1.0,12.0,0,1,1970.0,4.67,923794.7879754602
80.0,3.0,1.0,17.004991,0.0,9.0,0,0,2015.0,3.49,663522.8989361703
51.0,2.0,0.0,23.15849,0.0,63.0,0,0,1951.0,0.88,445351.94527363183
104.7,5.0,2.0,14.549722,0.0,11.0,0,0,1940.0,0.92,500654.9549763033
49.44,3.0,3.0,17.0531,1.0,1.0,0,0,2023.0,6.05,663522.8989361703
66.81,2.0,1.0,20.91949459,1.0,8.0,0,0,2009.0,6.35,923794.7879754602
65.5,3.0,0.0,22.5879825,0.0,1.0,0,1,2018.0,3.02,491590.74011299433
46.46,2.0,0.0,17.0322687,0.0,36.0,0,0,1975.0,1.2,663522.8989361703
79.05,4.0,1.0,19.9775,1.0,9.0,0,0,2013.0,3.39,747427.8625277162
63.8,3.0,0.0,23.10270309,0.0,10.0,0,0,,3.31,445351.94527363183
67.0,3.0,0.0,19.9683438,1.0,4.0,0,0,2022.0,3.11,747427.8625277162
110.0,4.0,2.0,19.9323306,0.0,26.0,0,0,1929.0,2.05,747427.8625277162
28.8,1.0,1.0,21.16320779,1.0,11.0,0,0,1978.0,2.92,331119.6569037657
45.0,2.0,3.0,18.59136,1.0,11.0,1,0,,7.15,737720.9866291344
27.5,1.0,0.0,21.06342,0.0,20.0,0,0,2000.0,6.5,923794.7879754602
60.0,3.0,0.0,21.0695,0.0,22.0,0,0,,4.77,923794.7879754602
88.18,4.0,0.0,21.04739,1.0,11.0,1,0,2020.0,5.68,923794.7879754602
63.0,3.0,1.0,21.08963019,1.0,26.0,0,1,1983.0,5.95,923794.7879754602
83.22,3.0,2.0,21.0075,0.0,72.0,1,1,1954.0,1.02,923794.7879754602
130.1,4.0,2.0,16.9394,0.0,88.0,0,0,1912.0,0.3,568970.2777777778
45.2,2.0,1.0,18.51046,0.0,6.0,0,0,2003.0,9.35,737720.9866291344
35.0,2.0,3.0,20.9682074,1.0,34.0,0,1,2021.0,2.42,923794.7879754602
69.35,5.0,0.0,19.46375,0.0,9.0,0,0,,1.61,413154.8083261058
52.0,3.0,1.0,19.92531538,1.0,17.0,0,1,2016.0,2.81,747427.8625277162
73.1,3.0,3.0,19.9610628,1.0,18.0,0,1,2011.0,1.74,747427.8625277162
78.0,3.0,1.0,22.52525,0.0,16.0,0,0,1998.0,3.04,491590.74011299433
56.0,3.0,1.0,19.8791,1.0,5.0,0,0,1978.0,4.87,747427.8625277162
122.81,4.0,1.0,21.0387,1.0,13.0,1,1,1998.0,4.37,923794.7879754602
59.5,4.0,1.0,19.4235904,0.0,11.0,0,0,,4.4,413154.8083261058
41.0,2.0,1.0,16.8503,0.0,0.0,1,0,1999.0,6.02,568970.2777777778
57.6,2.0,1.0,20.98396,1.0,1.0,1,0,2022.0,12.35,923794.7879754602
53.0,3.0,2.0,21.01959229,0.0,103.0,0,0,1920.0,1.11,923794.7879754602
69.98,4.0,0.0,21.1766003,0.0,7.0,0,0,1970.0,12.29,923794.7879754602
33.0,1.0,1.0,16.9543342,1.0,5.0,0,1,2022.0,4.43,568970.2777777778
25.54,1.0,2.0,18.0079,0.0,54.0,0,0,1900.0,0.65,411446.35302390996
32.12,1.0,3.0,20.9377313,1.0,7.0,0,1,2017.0,5.48,923794.7879754602
65.0,3.0,1.0,18.51979,1.0,6.0,0,0,2016.0,1.27,657043.248427673
73.0,3.0,0.0,18.60533,1.0,36.0,1,0,2012.0,4.42,737720.9866291344
27.5,1.0,2.0,18.00325191,0.0,53.0,0,0,1896.0,0.57,411446.35302390996
37.0,2.0,1.0,19.8889155,1.0,5.0,0,0,2007.0,5.74,747427.8625277162
71.0,4.0,2.0,19.0247,0.0,97.0,0,1,1970.0,0.39,442685.6430594901
120.0,4.0,1.0,21.06851,0.0,7.0,1,0,2005.0,10.61,923794.7879754602
40.0,2.0,1.0,19.5093,0.0,2.0,0,0,,6.26,413154.8083261058
37.0,2.0,0.0,19.460037,0.0,1.0,0,0,,2.8,413154.8083261058
25.0,1.0,2.0,21.0113,1.0,25.0,1,0,1938.0,3.01,923794.7879754602
48.0,2.0,1.0,20.06064056,0.0,8.0,0,0,1960.0,9.83,747427.8625277162
51.63,2.0,2.0,21.1530836,0.0,31.0,0,0,1965.0,1.22,331119.6569037657
72.0,4.0,2.0,17.06079,0.0,29.0,0,0,,2.19,663522.8989361703
71.85,4.0,0.0,18.00701273,1.0,9.0,0,0,2022.0,1.73,411446.35302390996
60.2,3.0,1.0,21.02458,1.0,13.0,0,0,1975.0,7.0,923794.7879754602
29.0,1.0,2.0,19.47948,0.0,4.0,0,0,1940.0,6.5,413154.8083261058
67.08,3.0,0.0,19.8946,0.0,3.0,0,0,2018.0,3.2,747427.8625277162
109.86,5.0,3.0,19.946666,1.0,6.0,0,1,2023.0,2.21,747427.8625277162
43.0,2.0,1.0,20.03700256,1.0,28.0,0,0,1970.0,7.34,747427.8625277162
59.0,3.0,3.0,20.9948377,1.0,17.0,0,1,2023.0,5.19,923794.7879754602
55.93,3.0,1.0,20.92660153,1.0,20.0,0,1,1976.0,6.99,923794.7879754602
100.0,3.0,1.0,21.9574005,0.0,11.0,0,0,2000.0,3.55,503505.2635135135
31.5,2.0,1.0,19.9530872,1.0,4.0,0,0,2021.0,2.66,747427.8625277162
30.0,1.0,0.0,21.13663696,0.0,4.0,0,0,2010.0,9.17,923794.7879754602
47.92,2.0,2.0,21.0242,0.0,32.0,0,0,1966.0,3.55,923794.7879754602
56.64,2.0,1.0,20.90792,1.0,13.0,1,0,2014.0,6.61,923794.7879754602
62.12,2.0,0.0,20.9359579,1.0,8.0,1,0,2006.0,5.51,923794.7879754602
113.84,4.0,3.0,20.9554848,0.0,14.0,1,1,,4.64,923794.7879754602
113.0,5.0,1.0,19.95934,0.0,20.0,0,0,1986.0,5.45,747427.8625277162
55.3,3.0,1.0,20.053654,0.0,6.0,0,0,2015.0,9.05,747427.8625277162
56.0,3.0,0.0,21.05554,0.0,2.0,0,0,2021.0,11.76,923794.7879754602
58.0,3.0,3.0,17.06103,1.0,4.0,1,0,2015.0,4.03,663522.8989361703
67.0,2.0,0.0,19.158432,0.0,3.0,0,0,,4.35,312877.4539007092
66.6,3.0,0.0,18.62302,1.0,5.0,0,0,2010.0,4.77,737720.9866291344
